iter	Passed	Remaining
503	1939	1908
504	1943	1905
505	1946	1900
506	1950	1896
507	1954	1892
508	1960	1891
509	1962	1885
510	1968	1883
511	1975	1882
512	1980	1880
513	1983	1875
514	1988	1872
515	1992	1868
516	1995	1864
517	2005	1865
518	2013	1865
519	2016	1861
520	2019	1856
521	2030	1859
522	2034	1855
523	2041	1854
524	2044	1850
525	2048	1845
526	2052	1842
527	2056	1838
528	2060	1834
529	2065	1831
530	2068	1826
531	2075	1825
532	2080	1822
533	2088	1822
534	2091	1818
535	2095	1813
536	2101	1812
537	2104	1807
538	2108	1803
539	2115	1802
540	2117	1796
541	2120	1791
542	2124	1787
543	2127	1783
544	2131	1779
545	2135	1775
546	2140	1772
547	2144	1768
548	2152	1768
549	2158	1766
550	2161	1761
551	2165	1757
552	2168	1753
553	2173	1749
554	2176	1745
555	2180	1741
556	2184	1737
557	2187	1732
558	2190	1728
559	2194	1724
560	2200	1721
561	2203	1717
562	2207	1713
563	2211	1709
564	2214	1705
565	2218	1701
566	2222	1697
567	2224	1691
568	2228	1687
569	2231	1683
570	2235	1679
571	2238	1675
572	2242	1671
573	2248	1668
574	2250	1663
575	2254	1659
576	2258	1655
577	2261	1651
578	2267	1648
579	2270	1644
580	2275	1640
581	2278	1636
582	2282	1632
583	2286	1628
584	2291	1625
585	2297	1622
586	2300	1618
587	2308	1617
588	2312	1613
589	2315	1609
590	2323	1607
591	2326	1603
592	2329	1598
593	2337	1597
594	2341	1593
595	2346	1590
596	2350	1586
597	2353	1582
598	2360	1580
599	2363	1575
600	2366	1571
601	2369	1566
602	2373	1562
603	2376	1558
604	2380	1554
605	2387	1551
606	2390	1547
607	2394	1543
608	2397	1539
609	2400	1534
610	2404	1530
611	2407	1526
612	2410	1521
613	2414	1518
614	2418	1513
615	2421	1509
616	2425	1505
617	2429	1501
618	2435	1499
619	2439	1495
620	2442	1490
621	2446	1486
622	2449	1482
623	2453	1478
624	2456	1474
625	2463	1471
626	2464	1466
627	2468	1462
628	2471	1457
629	2474	1453
630	2478	1449
631	2481	1444
632	2487	1442
633	2492	1438
634	2495	1434
635	2499	1430
636	2502	1425
637	2507	1422
638	2510	1418
639	2514	1414
640	2517	1409
641	2524	1407
642	2527	1403
643	2531	1399
644	2535	1395
645	2538	1391
646	2541	1386
647	2542	1381
648	2548	1378
649	2552	1374
650	2555	1370
651	2560	1366
652	2563	1362
653	2567	1358
654	2574	1356
655	2577	1351
656	2581	1347
657	2585	1343
658	2588	1339
659	2591	1335
660	2593	1329
661	2596	1325
662	2599	1321
663	2602	1317
664	2607	1313
665	2610	1309
666	2613	1305
667	2620	1302
668	2623	1298
669	2626	1293
670	2631	1290
671	2634	1286
672	2638	1281
673	2641	1277
674	2644	1273
675	2648	1269
676	2652	1265
677	2656	1261
678	2658	1256
679	2661	1252
680	2668	1249
681	2672	1245
682	2675	1241
683	2685	1240
684	2687	1235
685	2690	1231
686	2693	1227
687	2697	1223
688	2700	1219
689	2703	1214
690	2710	1211
691	2713	1207
692	2717	1203
693	2723	1201
694	2727	1197
695	2730	1192
696	2736	1189
697	2741	1186
698	2743	1181
699	2745	1176
700	2748	1172
701	2751	1168
702	2754	1163
703	2759	1160
704	2762	1155
705	2765	1151
706	2769	1147
707	2772	1143
708	2776	1139
709	2780	1135
710	2783	1131
711	2789	1128
712	2792	1124
713	2796	1120
714	2800	1116
715	2804	1112
716	2807	1108
717	2814	1105
718	2817	1101
719	2821	1097
720	2823	1092
721	2827	1088
722	2830	1084
723	2834	1080
724	2841	1077
725	2845	1073
726	2848	1069
727	2852	1065
728	2855	1061
729	2858	1057
730	2862	1053
731	2865	1049
732	2868	1044
733	2871	1040
734	2875	1036
735	2879	1032
736	2882	1028
737	2889	1025
738	2892	1021
739	2896	1017
740	2898	1013
741	2902	1009
742	2905	1005
743	2908	1000
744	2916	998
745	2919	993
746	2923	990
747	2927	986
748	2931	982
749	2934	978
750	2942	975
751	2945	971
752	2948	967
753	2953	963
754	2959	960
755	2964	956
756	2967	952
757	2972	949
758	2976	945
759	2980	941
760	2983	937
761	2986	932
762	2990	929
763	2996	925
764	3000	921
765	3003	917
766	3007	913
767	3010	909
768	3014	905
769	3017	901
770	3019	896
771	3023	892
772	3026	888
773	3030	884
774	3033	880
775	3036	876
776	3040	872
777	3043	868
778	3046	864
779	3050	860
780	3057	857
781	3060	853
782	3064	849
783	3067	845
784	3071	841
785	3079	838
786	3081	834
787	3084	829
788	3091	826
789	3095	822
790	3098	818
791	3101	814
792	3104	810
793	3108	806
794	3112	802
795	3119	799
796	3121	795
797	3125	791
798	3129	787
799	3132	783
800	3136	779
801	3144	776
802	3148	772
803	3151	768
804	3155	764
805	3158	760
806	3161	756
807	3165	752
808	3169	748
809	3173	744
810	3177	740
811	3181	736
812	3184	732
813	3188	728
814	3195	725
815	3198	721
816	3202	717
817	3205	713
818	3208	709
819	3211	704
820	3214	700
821	3221	697
822	3225	693
823	3228	689
824	3232	685
825	3235	681
826	3240	677
827	3246	674
828	3250	670
829	3253	666
830	3256	662
831	3260	658
832	3263	654
833	3267	650
834	3273	646
835	3277	642
836	3280	638
837	3284	634
838	3287	630
839	3290	626
840	3294	622
841	3301	619
842	3304	615
843	3308	611
844	3312	607
845	3316	603
846	3319	599
847	3326	596
848	3330	592
849	3333	588
850	3336	584
851	3340	580
852	3343	576
853	3347	572
854	3351	568
855	3355	564
856	3358	560
857	3361	556
858	3365	552
859	3368	548
860	3373	544
861	3376	540
862	3379	536
863	3383	532
864	3386	528
865	3390	524
866	3396	521
867	3400	517
868	3403	513
869	3407	509
870	3411	505
871	3414	501
872	3416	497
873	3418	492
874	3422	488
875	3426	485
876	3429	481
877	3432	476
878	3438	473
879	3441	469
880	3448	465
881	3452	461
882	3455	457
883	3463	454
884	3466	450
885	3469	446
886	3477	443
887	3480	439
888	3484	435
889	3488	431
890	3491	427
891	3494	423
892	3498	419
893	3502	415
894	3507	411
895	3511	407
896	3515	403
897	3522	400
898	3525	396
899	3528	392
900	3531	388
901	3534	384
902	3537	380
903	3539	375
904	3542	371
905	3545	367
906	3549	363
907	3553	360
908	3556	356
909	3559	352
910	3563	348
911	3567	344
912	3570	340
913	3573	336
914	3576	332
915	3580	328
916	3583	324
917	3588	320
918	3591	316
919	3593	312
920	3598	308
921	3605	304
922	3608	301
923	3612	297
924	3616	293
925	3619	289
926	3623	285
927	3626	281
928	3632	277
929	3634	273
930	3635	269
931	3638	265
932	3642	261
933	3645	257
934	3649	253
935	3653	249
936	3656	245
937	3659	241
938	3662	237
939	3670	234
940	3673	230
941	3677	226
942	3682	222
943	3685	218
944	3688	214
945	3691	210
946	3694	206
947	3697	202
948	3700	198
949	3705	195
950	3708	191
951	3712	187
952	3715	183
953	3719	179
954	3722	175
955	3729	171
956	3733	167
957	3735	163
958	3738	159
959	3743	155
960	3746	152
961	3749	148
962	3756	144
963	3759	140
964	3762	136
965	3769	132
966	3772	128
967	3775	124
968	3782	120
969	3785	117
970	3788	113
971	3791	109
972	3794	105
973	3798	101
974	3805	97
975	3808	93
976	3812	89
977	3817	85
978	3820	81
979	3824	78
980	3832	74
981	3836	70
982	3840	66
983	3842	62
984	3845	58
985	3847	54
986	3856	50
987	3860	46
988	3863	42
989	3867	39
990	3870	35
991	3876	31
992	3881	27
993	3884	23
994	3887	19
995	3891	15
996	3894	11
997	3901	7
998	3903	3
999	3906	0
