iter	RMSE
779	4022.062591
780	4021.871933
781	4021.296401
782	4021.18563
783	4020.257062
784	4019.674961
785	4019.170589
786	4019.058307
787	4018.201024
788	4017.762675
789	4017.199449
790	4016.715706
791	4016.611222
792	4016.273157
793	4015.697521
794	4014.850544
795	4013.825452
796	4013.521317
797	4012.390406
798	4011.917327
799	4011.185734
800	4010.187436
801	4010.042784
802	4009.377498
803	4008.936058
804	4008.161149
805	4007.512205
806	4006.42636
807	4005.95025
808	4005.426067
809	4004.66375
810	4004.393646
811	4004.020494
812	4003.277269
813	4002.544645
814	4001.522397
815	4001.093585
816	4000.230159
817	3999.45783
818	3998.032915
819	3997.224766
820	3996.849618
821	3996.366636
822	3995.699309
823	3994.829844
824	3994.021602
825	3993.551895
826	3992.820804
827	3991.966508
828	3991.317911
829	3990.773038
830	3990.507207
831	3989.786069
832	3989.541878
833	3989.246322
834	3988.998408
835	3988.121281
836	3987.485675
837	3987.173972
838	3986.133217
839	3985.542594
840	3985.298781
841	3984.912543
842	3984.452334
843	3984.167924
844	3983.275832
845	3982.617667
846	3981.811866
847	3981.118834
848	3980.212385
849	3979.60568
850	3978.833251
851	3978.265854
852	3977.151994
853	3976.838728
854	3975.762839
855	3974.979849
856	3974.063513
857	3973.700824
858	3973.383706
859	3972.834633
860	3972.178317
861	3971.671982
862	3971.1988
863	3970.996115
864	3970.315884
865	3969.726856
866	3969.629668
867	3969.077231
868	3968.430409
869	3967.89176
870	3967.492355
871	3967.118321
872	3966.865946
873	3966.782474
874	3965.852968
875	3965.147679
876	3964.922063
877	3963.944778
878	3963.242737
879	3962.930954
880	3962.672019
881	3962.088196
882	3961.460207
883	3960.598841
884	3960.403834
885	3959.791695
886	3959.162804
887	3958.836372
888	3958.61152
889	3957.897882
890	3957.681614
891	3957.126212
892	3956.616857
893	3955.780288
894	3955.544622
895	3954.246622
896	3953.733389
897	3953.472995
898	3952.976236
899	3952.275297
900	3951.999975
901	3951.563486
902	3951.308724
903	3951.21812
904	3950.91716
905	3950.305354
906	3949.803887
907	3948.975417
908	3948.769023
909	3948.485026
910	3947.770111
911	3947.026152
912	3946.764242
913	3946.49193
914	3946.003254
915	3945.473551
916	3944.899284
917	3944.385622
918	3943.928532
919	3943.369819
920	3942.356973
921	3942.151381
922	3941.479407
923	3940.984474
924	3940.467501
925	3939.992137
926	3939.50534
927	3938.894169
928	3938.422776
929	3938.372647
930	3938.32302
931	3938.072858
932	3937.587363
933	3937.144367
934	3936.477022
935	3936.065937
936	3934.874557
937	3934.088586
938	3933.362793
939	3932.816427
940	3932.577065
941	3931.979475
942	3931.038219
943	3930.392299
944	3930.262016
945	3930.046156
946	3929.583631
947	3929.051356
948	3928.893071
949	3928.37263
950	3928.074252
951	3927.422296
952	3926.649173
953	3925.97868
954	3925.237501
955	3924.658434
956	3923.767363
957	3923.576549
958	3922.413023
959	3922.267646
960	3921.198131
961	3920.206471
962	3920.162282
963	3919.012575
964	3918.120103
965	3917.519126
966	3917.249927
967	3916.458263
968	3916.046681
969	3915.775859
970	3915.00783
971	3914.855475
972	3914.618485
973	3913.976363
974	3913.488364
975	3912.66943
976	3912.527069
977	3912.065856
978	3911.492006
979	3911.212833
980	3910.592135
981	3910.406143
982	3909.873055
983	3909.831264
984	3909.12242
985	3909.061457
986	3908.239986
987	3907.604656
988	3907.058762
989	3906.460644
990	3906.050683
991	3905.636152
992	3904.989895
993	3904.573161
994	3904.099573
995	3903.151256
996	3902.418478
997	3902.268372
998	3902.228783
999	3901.560192
